codLocaleProgetto,ocStatoProgetto,ocCodCategoriaSpesa,longitude,latitude,codTemaSintetico
1SACRP-PT-10-25,In corso,93,8.9355737,40.9242518,6
1SACRP-PT-10-7,In corso,93,9.1677572,40.9760649,6
1SACRP-PT-10-8,In corso,92,9.3017781,40.9899431,6
1SACRP-PT-10-9,In corso,93,9.064927,40.9300376,6
1SACRP-PT-10.02.3.6,In corso,86,9.0792263,41.103113,5
1SACRP-PT-12-1,In corso,94,8.8644569,38.9425044,6
1SACRP-PT-12-2,In corso,94,8.8644569,38.9425044,6
1SACRP-PT-12-3,In corso,94,9.0013997,39.0129845,6
1SACRP-PT-12-5,In corso,94,9.0108377,39.0654974,6
1SACRP-PT-12-8,In corso,94,9.1096477,39.2460054,6
1SACRP-PT-12-9,In corso,94,8.8644569,38.9425044,6
1SACRP-PT-13-11,In corso,94,8.8376328,40.2845913,6
1SACRP-PT-13-13.a,In corso,94,8.777309,40.2662245,6
1SACRP-PT-13-15a,In corso,94,8.777309,40.2662245,6
1SACRP-PT-14-1,In corso,93,8.9002649,39.6472331,6
1SACRP-PT-14-10,In corso,94,8.9222757,39.7443852,6
1SACRP-PT-14-14,In corso,94,8.985579,39.6806358,6
1SACRP-PT-14-15,In corso,94,8.9576571,39.7071113,6
1SACRP-PT-14-17,In corso,94,9.0235596,39.734358,6
1SACRP-PT-14-2,In corso,94,8.8881902,39.67237,6
1SACRP-PT-14-3,In corso,94,8.8881902,39.67237,6
1SACRP-PT-14-33,In corso,93,8.9605663,39.6226439,6
1SACRP-PT-14-4,In corso,94,8.9097313,39.6902922,6
1SACRP-PT-14-5,In corso,94,8.9605663,39.6226439,6
1SACRP-PT-14-7,In corso,94,8.8689711,39.6324836,6
1SACRP-PT-14-8,In corso,93,8.8689711,39.6324836,6
1SACRP-PT-15/INT-11,In corso,94,8.5660636,40.5941731,6
1SACRP-PT-15/INT-12,In corso,94,8.7429717,40.7892498,6
1SACRP-PT-15/INT-13,In corso,94,8.7429717,40.7892498,6
1SACRP-PT-15/INT-14,In corso,92,8.7429717,40.7892498,6
1SACRP-PT-15/INT-15,In corso,94,8.3817802,40.6478863,6
1SACRP-PT-15/INT-16,In corso,85,8.6663804,40.7428848,5
1SACRP-PT-15/INT-17,In corso,94,8.6105703,40.652564,6
1SACRP-PT-15/INT-18,In corso,94,8.6105703,40.652564,6
1SACRP-PT-15/INT-19,In corso,92,8.6105703,40.652564,6
1SACRP-PT-15/INT-2,In corso,94,8.6154554,40.6683147,6
1SACRP-PT-15/INT-20,In corso,92,8.8838597,40.8280927,6
1SACRP-PT-15/INT-21,In corso,94,8.8838597,40.8280927,6
1SACRP-PT-15/INT-22,In corso,94,8.8838597,40.8280927,6
1SACRP-PT-15/INT-23,In corso,94,8.7446693,40.6649071,6
1SACRP-PT-15/INT-24,In corso,94,8.7446693,40.6649071,6
1SACRP-PT-15/INT-25,In corso,94,8.7446693,40.6649071,6
1SACRP-PT-15/INT-26,In corso,94,8.8167814,40.8510629,6
1SACRP-PT-15/INT-27,In corso,94,8.555621,40.6768146,6
1SACRP-PT-15/INT-28,In corso,94,8.4812279,40.6408356,6
1SACRP-PT-15/INT-29,In corso,94,8.5418249,40.6638255,6
1SACRP-PT-15/INT-35_a,In corso,85,8.671391,40.7440413,5
1SACRP-PT-15/INT-36,In corso,85,8.6105703,40.652564,5
1SACRP-PT-15/INT-38,In corso,92,8.5418249,40.6638255,6
1SACRP-PT-15/INT-39/a,In corso,93,8.5660636,40.5941731,6
1SACRP-PT-15/INT-39/b,In corso,94,8.5660636,40.5941731,6
1SACRP-PT-15/INT-4,In corso,94,8.8266092,40.7480743,6
1SACRP-PT-15/INT-40,In corso,93,8.8067388,40.7786765,6
1SACRP-PT-15/INT-41,In corso,93,8.3817802,40.6478863,6
1SACRP-PT-15/INT-6,In corso,94,8.6793515,40.6576498,6
1SACRP-PT-15/INT-64,In corso,92,8.8838597,40.8280927,6
1SACRP-PT-15/INT-65,In corso,93,8.5556826,40.7259269,6
1SACRP-PT-15/INT-8,In corso,85,8.9433947,40.7897204,5
1SACRP-PT-15/INT-9,In corso,94,8.5660636,40.5941731,6
1SACRP-PT-16/INT-1,In corso,93,8.610892,39.8759953,6
1SACRP-PT-16/INT-16,In corso,93,8.6450851,39.8754968,6
1SACRP-PT-16/INT-2,In corso,94,8.610892,39.8759953,6
1SACRP-PT-16/INT-3,In corso,94,8.639157,39.9494318,6
1SACRP-PT-16/INT-4,In corso,94,8.6728539,39.9543831,6
1SACRP-PT-16/INT-7,In corso,94,8.610892,39.8759953,6
1SACRP-PT-16/INT-8,In corso,94,8.610892,39.8759953,6
1SACRP-PT-17/INT-1,In corso,94,9.0997844,40.7187752,6
1SACRP-PT-17/INT-17a,In corso,86,9.6452714,40.7664977,5
1SACRP-PT-17/INT-17b,In corso,85,9.6452714,40.7664977,5
1SACRP-PT-17/INT-2,In corso,92,9.1642774,40.7859074,6
1SACRP-PT-17/INT-3,In corso,94,9.0997844,40.7187752,6
1SACRP-PT-17/INT-4,In corso,85,9.5210898,40.7659733,5
1SACRP-PT-17/INT-7,In corso,94,9.5210898,40.7659733,6
1SACRP-PT-18/INT-17,In corso,94,8.6410149,39.7523347,6
1SACRP-PT-18/INT-51,In corso,93,8.6270628,39.7117747,6
1SACRP-PT-19-1,In corso,94,9.1065866,39.7421337,6
1SACRP-PT-19-10,In corso,95,9.1074193,39.7486502,6
1SACRP-PT-19-11,In corso,95,9.0396465,39.7772646,6
1SACRP-PT-19-12,In corso,94,9.2525876,39.6938053,6
1SACRP-PT-19-13,In corso,92,9.1458847,39.7033185,6
1SACRP-PT-19-14,In corso,94,9.2126911,39.7792254,6
1SACRP-PT-19-17,In corso,94,9.1058135,39.7421871,6
1SACRP-PT-19-18,In corso,94,9.1345466,39.6523331,6
1SACRP-PT-19-19,In corso,94,9.226747,39.7088716,6
1SACRP-PT-19-2,In corso,92,9.052361,39.8543132,6
1SACRP-PT-19-20,In corso,94,9.2279758,39.7096899,6
1SACRP-PT-19-22,In corso,94,9.3170174,39.8419722,6
1SACRP-PT-19-23,In corso,95,9.3245366,39.8393858,6
1SACRP-PT-19-28,In corso,92,9.3170174,39.8419722,6
1SACRP-PT-19-3,In corso,95,9.0537903,39.8561855,6
1SACRP-PT-19-34,In corso,93,9.0083599,39.7940034,6
1SACRP-PT-19-35,In corso,92,9.2525876,39.6938053,6
1SACRP-PT-19-5,In corso,95,9.00411,39.7972386,6
1SACRP-PT-19-51,In corso,92,9.1058135,39.7421871,6
1SACRP-PT-19-6,In corso,95,9.0070375,39.7950343,6
1SACRP-PT-19-7,In corso,95,9.0070375,39.7950343,6
1SACRP-PT-22-1,In corso,93,8.816705,40.1269393,6
1SACRP-PT-22-10,In corso,95,8.9354249,40.113133,6
1SACRP-PT-22-12,In corso,94,8.8323322,40.1366753,6
1SACRP-PT-22-2,In corso,93,8.9535644,40.1020778,6
1SACRP-PT-22-3,In corso,94,8.8383434,40.1243002,6
1SACRP-PT-22-5,In corso,94,8.9479029,39.9549551,6
1SACRP-PT-25/INT-1,In corso,94,8.7688864,40.4168517,6
1SACRP-PT-25/INT-10,In corso,94,8.7240806,40.3977352,6
1SACRP-PT-25/INT-11,In corso,94,8.7616642,40.5150809,6
1SACRP-PT-25/INT-12,In corso,94,8.5852873,40.4845511,6
1SACRP-PT-25/INT-13,In corso,94,8.474357,40.5006808,6
1SACRP-PT-25/INT-19/1,In corso,94,8.7688864,40.4168517,6
1SACRP-PT-25/INT-19/2,In corso,94,8.7688864,40.4168517,6
1SACRP-PT-25/INT-19/3,In corso,92,8.7688864,40.4168517,6
1SACRP-PT-25/INT-2,In corso,94,8.7261675,40.5043176,6
1SACRP-PT-25/INT-20,In corso,94,8.7269812,40.5531166,6
1SACRP-PT-25/INT-21,In corso,94,8.7269812,40.5531166,6
1SACRP-PT-25/INT-22,In corso,94,8.7756556,40.5392365,6
1SACRP-PT-25/INT-23,In corso,94,8.7688864,40.4168517,6
1SACRP-PT-25/INT-24,In corso,92,8.6490584,40.3617736,6
1SACRP-PT-25/INT-25,In corso,92,8.7688864,40.4168517,6
1SACRP-PT-25/INT-3,In corso,94,8.7514309,40.4517213,6
1SACRP-PT-25/INT-36,In corso,93,8.7688864,40.4168517,6
1SACRP-PT-25/INT-4,In corso,94,8.6490584,40.3617736,6
1SACRP-PT-25/INT-7,In corso,94,8.7435458,40.5225286,6
1SACRP-PT-25/INT-8,In corso,94,8.7514309,40.4517213,6
1SACRP-PT-27/INT-10,In corso,92,8.5283562,39.9309189,6
1SACRP-PT-27/INT-11,In corso,94,8.5541778,39.9315767,6
1SACRP-PT-27/INT-12,In corso,94,8.5062007,39.9353342,6
1SACRP-PT-27/INT-20,In corso,85,8.5883863,39.906182,5
1SACRP-PT-27/INT-30,In corso,85,8.5983561,40.0146727,5
1SACRP-PT-27/INT-39,In corso,93,8.5062007,39.9353342,6
1SACRP-PT-27/INT-4,In corso,95,8.5774585,40.0489209,6
1SACRP-PT-27/INT-8,In corso,93,8.5991041,40.0125691,6
1SACRP-PT-29-01-2,In corso,85,9.2523842,40.1196157,5
1SACRP-PT-29-03,In corso,85,9.3545232,40.2058993,5
1SACRP-PT-29.05,In corso,85,9.1096813,40.3019467,5
1SACRP-PT-29.07,In corso,85,9.1768595,40.248528,5
1SACRP-PT-29.08,In corso,86,9.1768595,40.248528,5
1SACRP-PT-30-6B,In corso,91,9.5673479,40.5819625,6
1SACRP-PT-30-e1,In corso,85,9.3887303,40.4805288,5
1SACRP-PT-30-e2,In corso,85,9.3887303,40.4805288,5
1SACRP-PT-30.01.1.5_,In corso,91,9.7186006,40.633324,6
1SACRP-PT-30.01.2.3,In corso,91,9.6803469,40.6266314,6
1SACRP-PT-30.02.1.3,In corso,93,9.3698332,40.4059483,6
1SACRP-PT-30.02.1.4,In corso,94,9.3821434,40.4749468,6
1SACRP-PT-30.02.2.1,In corso,94,9.3821434,40.4749468,6
1SACRP-PT-30.03.1.4,In corso,91,9.3887303,40.4805288,6
1SACRP-PT-30.03.1.5,In corso,91,9.5673479,40.5819625,6
1SACRP-PT-30.04.2.1,In corso,92,9.6865828,40.5708409,6
1SACRP-PT-33-17,In corso,94,8.6570253,40.1422486,6
1SACRP-PT-33-18,In corso,94,8.5036658,40.2952312,6
1SACRP-PT-33-19,In corso,94,8.6550283,40.0981498,6
1SACRP-PT-33-27,In corso,93,8.670111,40.0217601,6
1SACRP-PT-33-28,In corso,93,8.5685608,40.1898416,6
1SACRP-PT-33-29,In corso,93,8.637014,40.0486542,6
1SACRP-PT-42-10,In corso,94,8.5359582,39.3127514,6
1SACRP-PT-42-11,In corso,94,8.5501283,39.316938,6
1SACRP-PT-42-12,In corso,94,8.5501283,39.316938,6
1SACRP-PT-42-13,In corso,94,8.5501283,39.316938,6
1SACRP-PT-42-14,In corso,94,8.6298973,39.0500105,6
1SACRP-PT-42-15,In corso,94,8.5195207,39.1129611,6
1SACRP-PT-42-16,In corso,94,8.6731685,39.1126776,6
1SACRP-PT-42-5,In corso,94,8.40243,39.399722,6
1SACRP-PT-42-6,In corso,94,8.6471476,39.3215469,6
1SACRP-PT-42-7,In corso,94,8.6352622,39.0715282,6
1SACRP-PT-42-8,In corso,94,8.5359582,39.3127514,6
1SACRP-PT-42-9,In corso,94,8.5359582,39.3127514,6
1SACRPÂ¿PT 29-14,In corso,92,9.3262913,40.3231673,6
1SACRPÂ¿PT17/INT-27,In corso,93,9.3256351,40.8046069,6
1SAE23H13000030003,In corso,87,9.1216613,39.2238411,5
1SALLPP_SDS_Capoterra_1,In corso,87,8.9709827,39.1788863,5
1SALP_SOI1022_17F,In corso,87,8.8376328,40.2845913,5
1SALP_SOI2572_17F,In corso,87,8.5184217,40.2467738,5
1SAP.G.R.A. SS_F667_001,In corso,87,9.3256351,40.8046069,5
1SAPGRA CA_A474_003,In corso,87,9.0060504,39.2895403,5
1SAPGRA CA_B675_001 e CA_B675_002,In corso,87,8.972911,39.1750556,5
1SAPGRA CA_F383_001 e CA_F383_002,In corso,87,9.1360469,39.2593033,5
1SAPGRA CA_I752_002 e CA_I752_003,In corso,87,9.2060875,39.2975308,5
1SAPGRA CA_M025_001,In corso,87,8.9411333,39.3809163,5
"1SAPGRA NU_I730_002A, NU_I730_002B, NU_I730_002C",In corso,87,8.8908667,40.2864031,5
1SAPGRA SS_I452_002,In corso,87,8.5593718,40.7267808,5
1SAPORLLPPSOI001,In corso,10,9.0425556,40.2342943,4
1SAPRATT727,In corso,90,8.3192949,40.5579517,5
1SAPT-CRP-15/INT-33,In corso,85,8.8336351,40.8177975,5
1SAPT-CRP-17-15,In corso,85,9.7052936,40.7039391,5
1SAPT-CRP-18/INT-49,In corso,93,8.7411909,39.462863,6
1SAPT-CRP-18_INT - 1/2,In corso,85,8.7411909,39.462863,5
1SAPT-CRP-18_INT Â¿ 1/1,In corso,85,8.7411909,39.462863,5
1SAPT-CRP-18_INT Â¿ 1/3,In corso,85,8.7411909,39.462863,5
1SAPT-CRP-24/INT-1,In corso,95,8.8093715,40.6215556,6
1SAPT-CRP-24/INT-11,In corso,94,8.8093715,40.6215556,6
1SAPT-CRP-24/INT-12,In corso,94,8.8092164,40.6231904,6
1SAPT-CRP-24/INT-15,In corso,94,8.8323556,40.5489132,6
1SAPT-CRP-24/INT-16,In corso,93,9.1917293,40.4629411,6
1SAPT-CRP-24/INT-2,In corso,94,8.8100742,40.6240109,6
1SAPT-CRP-24/INT-3,In corso,94,9.1698806,40.4554856,6
1SAPT-CRP-24/INT-4,In corso,94,9.0301573,40.4169166,6
1SAPT-CRP-24/INT-5,In corso,94,9.1883884,40.462136,6
1SAPT-CRP-24/INT-51,In corso,92,9.0000601,40.5862496,6
1SAPT-CRP-24/INT-6,In corso,95,9.0000601,40.5862496,6
1SAPT-CRP-24/INT-7,In corso,95,9.0000601,40.5862496,6
1SAPT-CRP-24/INT-8,In corso,94,9.1176808,40.5813203,6
1SAPT-CRP-24/INT-9,In corso,94,9.1176808,40.5813203,6
1SAPT-CRP-29.01-1,In corso,85,9.2523842,40.1196157,5
1SAPT-CRP-29.01-3,In corso,85,9.2523842,40.1196157,5
1SAPT-CRP-29.02,In corso,85,9.5673479,40.2992609,5
1SAPT-CRP-29.02.01,In corso,85,9.401877,40.2766422,5
1SAPT_CRP_18/INT_50,In corso,93,8.5611142,39.7780663,6
1SI10518,In corso,94,12.8773755,37.8147365,6
1SI10519,In corso,95,14.5126066,37.2380929,6
1SI10778,In corso,87,14.0659243,37.4930814,5
1SI11033,Concluso,87,14.742693,38.1585238,5
1SI12919,In corso,87,15.096661,37.7637191,5
1SI12920,In corso,87,15.1419245,37.6064346,5
1SI13008,In corso,87,13.4687186,37.8630429,5
1SI14065,In corso,87,15.4082722,38.2333357,5
1SI14123,In corso,87,14.7995662,37.8731705,5
1SI14133,In corso,87,15.2480773,37.9597216,5
1SI14136,In corso,87,15.3270241,38.1733311,5
1SI14137,In corso,87,15.4882196,38.1267114,5
1SI14141,In corso,87,15.1699222,38.0844662,5
1SI14142,In corso,87,15.4337621,38.1943157,5
1SI14143,In corso,87,15.4337621,38.1943157,5
1SI14144,In corso,87,15.4532734,38.2221546,5
1SI14152,In corso,88,13.3614868,38.11569,5
1SI14581,In corso,87,15.1613551,37.5879925,5
1SI16279,Non avviato,20,14.7259568,36.9268049,5
1SI16280,Non avviato,20,14.7303101,36.9254281,5
1SI16281,Non avviato,20,14.7303101,36.9254281,5
1SI16283,Non avviato,20,14.7303101,36.9254281,5
1SI16315,In corso,20,14.8989182,37.5746127,5
1SI16324,In corso,20,12.4338871,37.798061,5
1SI16560,In corso,87,15.3203306,38.200237,5
1SI16637,Concluso,93,11.2558136,43.7695604,6
1SI16735,Concluso,93,9.1502649,45.4824826,6
1SI16748,In corso,20,14.8937595,37.5654031,5
1SI16840,In corso,20,14.5251931,36.8345004,5
1SI17383,Non avviato,95,13.3599471,38.1152425,6
1SI17403,In corso,94,15.0943289,37.5027989,6
1SI17404,In corso,94,15.084817,37.5044423,6
1SI17406,Concluso,21,13.33545,38.116,5
1SI17407,In corso,94,15.0837778,37.5018514,6
1SI17584,Concluso,93,11.3307574,43.318809,6
1SI17585,Concluso,93,12.5695158,44.0678288,6
1SI17698,Concluso,20,14.6405338,37.6509504,5
1SI17699,Liquidato,20,14.262851,37.5099321,5
1SI17700,In corso,20,14.2798519,37.5676737,5
1SI17840,In corso,88,13.3614868,38.11569,5
1SI17841,In corso,94,12.4712994,37.8660211,6
1SI17844,In corso,88,13.3614868,38.11569,5
1SI17845,In corso,88,13.3614868,38.11569,5
1SI17846,In corso,88,13.3614868,38.11569,5
1SI17847,Concluso,88,13.3614868,38.11569,5
1SI17856,In corso,94,15.1474517,37.5826376,6
1SI17953,In corso,94,14.3345523,37.3647239,6
1SI18088,In corso,88,13.3614868,38.11569,5
1SI18119,In corso,17,13.1304139,38.1814355,5
1SI18122,In corso,88,13.3614868,38.11569,5
1SI18131,In corso,94,13.292367,38.0821016,6
1SI18169,In corso,94,13.3341666,38.1061048,6
1SI18295,In corso,17,14.5985403,37.2492485,5
1SI18296,In corso,17,15.0101547,37.5743272,5
1SI18297,In corso,17,14.9536018,36.8202971,5
1SI18370,In corso,15,14.7002376,37.155144,4
1SI18370,In corso,15,14.7556824,37.2189209,4
1SI18374,In corso,15,12.5356162,38.0158095,4
1SI18374,In corso,15,13.1069124,38.0491039,4
1SI18375,In corso,15,15.1864562,37.2274279,4
1SI18376,In corso,15,14.1985582,37.3733869,4
1SI18377,In corso,15,14.6068869,36.9983726,4
1SI18378,In corso,15,14.5283023,36.9633667,4
1SI18379,In corso,15,14.8647396,37.2191457,4
1SI18380,In corso,15,13.2882915,37.9937488,4
1SI18381,In corso,15,13.9456144,37.1060237,4
1SI18382,In corso,15,13.7951239,37.2948287,4
1SI18383,In corso,15,13.2529397,37.6248379,4
1SI18384,In corso,15,12.913479,37.772988,4
1SI18385,In corso,15,14.4956135,37.8151306,4
1SI18412,In corso,93,13.3614868,38.11569,6
1SI18413,Concluso,93,13.3614868,38.11569,6
1SI18418,In corso,13,14.9409512,37.1186616,4
1SI18419,In corso,13,13.9734389,37.2679971,4
1SI18420,In corso,13,13.5575604,37.432494,4
1SI18421,In corso,13,14.9477681,37.1059428,4
1SI18422,In corso,13,14.4443411,37.4117167,4
1SI18423,In corso,13,15.0365394,37.1635237,4
1SI18424,In corso,13,13.9730583,37.2627218,4
1SI18425,In corso,13,14.6923276,37.5706189,4
1SI18426,In corso,13,14.6901602,37.571661,4
1SI18428,In corso,13,13.7734916,37.1890274,4
1SI18429,In corso,13,13.7657865,37.1930961,4
1SI18430,In corso,13,14.5953562,37.7861473,4
1SI18431,In corso,13,14.6028815,37.7833666,4
1SI18432,In corso,13,14.5878657,37.7877096,4
1SI18434,In corso,13,14.0953035,37.8048671,4
1SI18435,In corso,13,13.4141866,37.9527243,4
1SI18436,In corso,13,14.0895405,37.5005807,4
1SI18437,In corso,13,15.3665005,37.9464574,4
1SI18438,In corso,13,14.7116608,37.844113,4
1SI18439,In corso,13,13.220904,37.9820103,4
1SI18441,In corso,13,14.0642037,37.4937839,4
1SI18442,In corso,13,14.7118115,37.8440534,4
1SI18443,In corso,13,14.9099373,37.9878057,4
1SI18444,In corso,13,14.0391028,37.470974,4
1SI18445,In corso,13,14.6784677,38.0889477,4
1SI18446,In corso,13,15.3942867,37.9752357,4
1SI18447,In corso,13,12.71066,38.01144,4
1SI18448,In corso,13,14.752596,38.0273135,4
1SI18449,In corso,13,15.3217913,37.9575272,4
1SI18450,In corso,13,15.1362779,38.0897982,4
1SI18452,In corso,13,14.344446,37.972941,4
1SI18453,In corso,13,14.6784115,38.0926764,4
1SI18454,In corso,13,13.9332428,37.3597425,4
1SI18455,In corso,13,13.9277902,37.3560027,4
1SI18456,In corso,13,15.275055,37.9043512,4
1SI18457,In corso,13,15.2747871,37.9051503,4
1SI18458,In corso,13,15.3222059,38.19697,4
1SI18459,In corso,13,14.7253523,36.9228623,4
1SI18460,In corso,13,15.2194983,38.143449,4
1SI18461,In corso,13,14.73233,36.9210767,4
1SI18462,In corso,13,15.2014006,38.1436125,4
1SI18463,In corso,13,14.7158371,36.9295981,4
1SI18464,In corso,13,14.7445274,38.0723549,4
1SI18465,In corso,13,14.753162,38.027443,4
1SI18466,In corso,13,14.8351103,38.5770783,4
1SI18467,In corso,13,14.5616006,37.0842514,4
1SI18468,In corso,13,14.7456325,37.3289015,4
1SI18469,In corso,13,13.004103,38.05177,4
1SI18470,In corso,13,14.74585,37.3278985,4
1SI18474,In corso,13,14.3642696,37.2910499,4
1SI18475,In corso,13,14.846297,37.296345,4
1SI18476,In corso,13,14.846338,37.2954884,4
1SI18477,In corso,13,15.1002237,37.5414663,4
1SI18478,In corso,13,15.089208,37.519716,4
1SI18479,In corso,13,15.0962303,37.519273,4
1SI18480,In corso,13,15.0848767,37.4924442,4
1SI18619,Concluso,93,12.5695158,44.0678288,6
1SI18630,Concluso,93,7.686864,45.0703393,6
1SI18656,In corso,17,15.193126,37.76145,5
1SI18809,In corso,13,14.9043013,37.0612453,4
1SI18810,In corso,88,13.3614868,38.11569,5
1SI18835,Concluso,93,15.0050404,40.4269855,6
1SI18837,In corso,22,14.2403537,37.0741526,5
1SI18860,In corso,20,14.970634,38.3946132,5
1SI18861,In corso,87,14.8005946,37.87501,5
1SI18865,In corso,94,12.9732706,37.7860025,6
1SI18866,In corso,87,15.3469674,37.922058,5
1SI19962,In corso,13,13.2715989,37.6754883,4
1SI19963,In corso,13,15.2877303,37.0781803,4
1SI19964,In corso,13,15.0762869,37.5095962,4
1SI19965,In corso,13,12.5271586,38.0174783,4
1SI19967,In corso,13,15.2720402,37.081306,4
1SI19968,In corso,13,15.2652503,37.0856783,4
1SI19969,In corso,13,13.1804938,37.967154,4
1SI19970,In corso,13,15.0901014,36.723997,4
1SI19971,In corso,13,14.9881392,37.2856614,4
1SI19973,In corso,13,15.0694568,37.5292221,4
1SI19974,In corso,13,14.0465594,37.4914596,4
1SI19975,In corso,13,13.3472307,38.1017599,4
1SI19976,In corso,13,13.3389659,38.098226,4
1SI19977,In corso,13,14.2305622,37.0723787,4
1SI20763,Concluso,93,9.1502649,45.4824826,6
1SI20764,Concluso,93,9.1536243,45.4826629,6
1SI20839,In corso,94,14.8966634,37.0592585,6
1SI20883,Concluso,93,13.080904,38.0975136,6
1SI20893,Concluso,93,11.238269,43.7776303,6
1SI21513,Concluso,93,13.3614868,38.11569,6
1SI21514,Concluso,93,14.8371697,37.2679993,6
1SI22000,In corso,95,14.3638751,37.3844544,6
1SI22245,In corso,88,13.6961892,37.984023,5
1SI22282,In corso,87,13.8564085,37.7991465,5
1SI22285,In corso,87,15.0130186,38.0220794,5
1SI22325,In corso,89,13.4216459,38.097015,5
1SI22331,In corso,94,15.086019,37.5072911,6
1SI22466,Concluso,93,10.2894954,44.848134,6
1SI22492,Concluso,93,13.512365,38.0789178,6
1SI22527,In corso,93,12.5258289,44.0720929,6
1SI22557,In corso,10,15.5542057,38.1937335,4
1SI22558,In corso,10,14.8684477,38.1136356,4
1SI22661,In corso,94,15.2945,37.05768,6
1SI22693,In corso,13,15.382482,38.026202,4
1SI22703,In corso,13,12.610346,35.5013187,4
1SI22743,Non avviato,13,14.8786187,37.2260514,4
1SI23196,Concluso,93,13.3614868,38.11569,6
1SI23275,In corso,93,13.3614868,38.11569,6
1SI23331,In corso,94,15.084817,37.5044423,6
1SI23332,In corso,87,13.2591456,37.7056085,5
1SI23333,In corso,87,15.2126293,38.1005812,5
1SI23337,In corso,87,14.5974572,38.0128274,5
1SI23338,In corso,87,15.4666619,38.0514626,5
1SI23339,In corso,87,15.4666619,38.0514626,5
1SI23353,In corso,94,15.2930138,37.060871,6
1SI23992,In corso,22,12.6043996,35.5074087,5
1SI24011,In corso,13,14.7303101,36.9254281,4
1SI24139,In corso,93,11.238269,43.7776303,6
1SI24266,Liquidato,88,13.3614868,38.11569,5
1SI24267,In corso,88,13.3614868,38.11569,5
1SI24292,Concluso,93,9.1502649,45.4824826,6
1SI24380,In corso,87,15.3352432,37.9142265,5
1SI24385,In corso,87,13.4016737,38.0785325,5
1SI24386,In corso,87,13.3614868,38.11569,5
1SI24501,In corso,93,9.189982,45.4642035,6
1SI24510,In corso,13,13.5549111,37.431751,4
1SI25456,Non avviato,93,13.3614868,38.11569,6
1SI25611,Liquidato,93,13.3614868,38.11569,6
1SI9181,In corso,20,15.1444802,37.5557219,5
1SI9673,In corso,20,15.3074158,38.1784438,5
23EM11112,In corso,90,12.7446435,43.9637243,5
23EM11114,In corso,90,12.6934399,43.9735927,5
23EM11116,In corso,90,10.7826335,44.540341,5
23EM11119,In corso,90,11.3433274,44.3851565,5
23EM11123,In corso,90,9.6927346,45.0525313,5
23EM11364,In corso,90,10.8674206,44.5251932,5
23EM11368,In corso,90,11.3649085,44.575059,5
23EM9768,In corso,90,10.8849364,44.7822493,5
23EM9769,In corso,90,11.4688603,44.5094295,5
23EM9772,In corso,90,12.2419061,44.1372036,5
23EM9773,In corso,90,11.7142131,44.3532822,5
23EM9774,In corso,90,10.3271883,44.8036238,5
23EM9775,In corso,90,10.6304467,44.6971758,5
23EM9776,In corso,90,12.5660214,44.0609986,5
23EM9782,In corso,90,12.1990856,44.4175237,5
23EM9783,In corso,90,12.1990856,44.4175237,5
23EM9787,In corso,90,11.6190631,44.8360591,5
23EM9788,In corso,90,11.6190631,44.8360591,5
23EM9789,In corso,90,11.6190631,44.8360591,5
23EM9793,In corso,90,10.9266274,44.6457817,5
23EM9794,In corso,90,10.9266274,44.6457817,5
23EM9795,In corso,90,10.9266274,44.6457817,5
23EM9797,In corso,90,10.9266274,44.6457817,5
23EM9799,In corso,90,10.9266274,44.6457817,5
23EMPG/2016/193938,In corso,94,12.2464292,44.1396438,6
23EMPG/2016/195166,In corso,94,10.6363127,44.6974299,6
23EMPG/2016/197410,In corso,94,12.0407312,44.2227398,6
23EMPG/2016/206799,In corso,94,11.619787,44.8381237,6
23EMPG/2016/225422,In corso,94,10.9282045,44.6462327,6
23EMPG/2016/238651,In corso,94,10.334885,44.8003016,6
23EMPG/2016/242987_1,In corso,94,12.5766212,44.0725526,6
23EMPG/2016/242987_2,In corso,94,12.5766212,44.0725526,6
23EMPG/2016/242987_3,In corso,94,12.5766212,44.0725526,6
23EMPG/2016/243065,In corso,94,11.3426779,44.5037772,6
23EMPG/2016/243990_1,In corso,94,12.2322571,44.4121393,6
23EMPG/2016/243990_2,In corso,94,12.2322571,44.4121393,6
23EMPG/2016/295487,In corso,94,9.6929845,45.0526206,6
23EMPG/2016/307237,In corso,94,11.9815993,44.1067344,6
23EMPG/2016/307964,In corso,94,11.8774091,44.2898527,6
23EMPG/2016/310422,In corso,94,12.4323265,44.1194341,6
23EMPG/2016/312732,In corso,94,10.7847741,44.54433,6
23EMPG/2016/312748,In corso,94,10.7847741,44.54433,6
23EMPG/2016/312775,In corso,94,12.2464292,44.1396438,6
23EMPG/2016/312781,In corso,94,11.619787,44.8381237,6
23EMPG/2016/314364,In corso,94,11.7124294,44.3599996,6
23EMPG/2016/314369,In corso,94,10.9252269,44.647128,6
23EMPG/2016/314373,In corso,94,11.5891279,44.3996931,6
23EMPG/2016/315357,In corso,94,12.6503292,43.9921085,6
23EMPG/2016/315836,In corso,94,9.9825123,44.8183121,6
23EMPG/2016/315847,In corso,91,12.1793532,44.6940053,6
23EMPG/2016/315919,In corso,94,12.2464292,44.1396438,6
23EMPG/2016/315952,In corso,94,11.8963211,44.480727,6
23EMPG/2016/315957,In corso,94,11.976675,44.4197361,6
23EMPG/2016/315962,In corso,94,11.9639564,44.46693,6
