codLocaleProgetto,ocStatoProgetto,ocCodCategoriaSpesa,longitude,latitude,codTemaSintetico
4VAICO0680315XX00001OMP,In corso,94,7.2267208,45.7103225,6
4VAICO0680315XX00001OMP,In corso,94,7.6680345,45.7514541,6
4VAICO0680315XX00001OMP,In corso,94,7.2569214,45.7402648,6
4VAICO0680315XX00001OMP,In corso,94,7.5761914,45.8339003,6
4VAICO0680315XX00001OMP,In corso,94,7.3267545,45.8257747,6
4VAICO0680315XX00001OMP,In corso,94,7.5328426,45.7617949,6
4VAICO0680315XX00001OMP,In corso,94,7.6938048,45.6624352,6
4VAICO0680315XX00001OMP,In corso,94,7.205011,45.6912125,6
4VAICO0680316XX00001FOS,In corso,94,7.5930608,45.8026568,6
4VAICO0680316XX00001FOS,In corso,94,7.3130762,45.7349551,6
4VAICO0680316XX00001FOS,In corso,94,7.7237854,45.6420224,6
4VAICO0680316XX00001FOS,In corso,94,7.1674473,45.7017558,6
4VAICO0680316XX00001FOS,In corso,94,7.1396438,45.7086376,6
4VAICO0680316XX00001FOS,In corso,94,7.2407751,45.7010951,6
4VAICO0680316XX00001FOS,In corso,94,7.7455303,45.6090947,6
4VAICO0680316XX00001FOS,In corso,94,7.407739,45.7115234,6
4VAICO0680316XX00001FOS,In corso,94,7.7354394,45.6849911,6
4VAICO0680316XX00001FOS,In corso,94,7.5480683,45.7442894,6
4VAICO0680316XX00001FOS,In corso,94,7.3241627,45.7202969,6
4VAICO0680316XX00001FOS,In corso,94,7.6128015,45.7485816,6
4VAICO0680316XX00001FOS,In corso,94,7.761527,45.5928827,6
4VAICO0680316XX00001FOS,In corso,94,7.3050534,45.8183982,6
4VAICO0680316XX00001FOS,In corso,94,7.6909586,45.7241037,6
4VAICO0680316XX00001FOS,In corso,94,7.4969209,45.7330667,6
4VAICO0680316XX00001FOS,In corso,94,7.8595437,45.6480175,6
4VAICO0680316XX00001FOS,In corso,94,7.2951486,45.7797411,6
4VAICO0680316XX00001FOS,In corso,94,7.2898939,45.7214451,6
4VAICO0680316XX00001FOS,In corso,94,7.7368571,45.6121225,6
4VAICO0680316XX00001FOS,In corso,94,7.1781306,45.6738879,6
4VAICO0680316XX00001FOS,In corso,94,7.6651899,45.6564381,6
4VAICO0680316XX00001FOS,In corso,94,7.4548544,45.7359032,6
4VAICO0680316XX00001FOS,In corso,94,7.6340292,45.8157245,6
4VAICO0680316XX00001FOS,In corso,94,7.079415,45.7514231,6
4VAICO0680316XX00001FOS,In corso,94,7.8430523,45.6310334,6
4VAICO0680316XX00001FOS,In corso,94,7.6748784,45.7064732,6
4VAICO0680316XX00001FOS,In corso,94,7.0376162,45.7564395,6
4VAICO0680316XX00001FOS,In corso,94,7.4991529,45.8008284,6
4VAICO0680316XX00001FOS,In corso,94,7.8084613,45.613765,6
4VAICO0680316XX00001FOS,In corso,94,7.3492513,45.728457,6
4VAICO0680316XX00001FOS,In corso,94,7.6723894,45.5989208,6
4VAICO0680316XX00001FOS,In corso,94,7.798357,45.594928,6
4VAICO0680316XX00001FOS,In corso,94,7.4087861,45.7590727,6
4VAICO0680316XX00001FOS,In corso,94,7.1486031,45.6234774,6
4VAICO0680316XX00001FOS,In corso,94,7.3130762,45.7349551,6
4VAICO0680316XX00001FOS,In corso,94,7.3598758,45.7670053,6
4VAICO0680316XX00001FOS,In corso,94,7.5742648,45.7624907,6
4VAICO0680316XX00001FOS,In corso,94,7.4487264,45.7298872,6
4VAICO0680316XX00001FOS,In corso,94,7.16621,45.71589,6
4VAICO0680316XX00001FOS,In corso,94,7.2267208,45.7103225,6
4VAICO0680316XX00001FOS,In corso,94,7.6680345,45.7514541,6
4VAICO0680316XX00001FOS,In corso,94,7.2569214,45.7402648,6
4VAICO0680316XX00001FOS,In corso,94,7.5761914,45.8339003,6
4VAICO0680316XX00001FOS,In corso,94,7.3267545,45.8257747,6
4VAICO0680316XX00001FOS,In corso,94,7.5328426,45.7617949,6
4VAICO0680316XX00001FOS,In corso,94,7.6938048,45.6624352,6
4VAICO0680316XX00001FOS,In corso,94,7.205011,45.6912125,6
4VAICO0680318XX00001IMS,In corso,94,7.4859309,45.7395193,6
4VAICO0680318XX00001IMS,In corso,94,7.5431524,45.7634079,6
4VAICO0680319XX00001GPS,In corso,91,7.2407751,45.7010951,6
4VAICO0680319XX00001GPS,In corso,91,7.359093,45.6076215,6
4VAICO0680319XX00001GPS,In corso,91,7.1298748,45.5487306,6
4VAICO0680319XX00001GPS,In corso,91,7.1486031,45.6234774,6
4VAICO0680319XX00001GPS,In corso,91,7.16621,45.71589,6
4VAICO0680319XX00001GPS,In corso,91,7.0646999,45.6303897,6
4VAICO0680319XX00001GPS,In corso,91,7.2113406,45.5857036,6
5LA16005BP000000002,In corso,13,12.2322559,42.38117,4
5LA16005BP000000004,In corso,13,12.1819119,42.2557448,4
5LA16005BP000000005,In corso,13,13.1397546,41.8307334,4
5LA16005BP000000006,In corso,13,12.5657217,42.3029392,4
5LA16005BP000000007,Non avviato,13,13.0206162,41.689837,4
5LA16005BP000000008,Non avviato,13,13.0084914,41.6886626,4
5LA16005BP000000009,In corso,13,12.2407531,42.325709,4
5LA16005BP000000010,Non avviato,13,13.4272183,41.7032535,4
5LA16005BP000000013,Non avviato,13,12.8356373,41.8316536,4
5LA16005BP000000014,Non avviato,13,12.8356373,41.8316536,4
5LA16005BP000000015,In corso,13,13.2494308,41.8615252,4
5LA16005BP000000016,Non avviato,13,13.7488721,41.3535539,4
5LA16005BP000000017,In corso,13,12.937157,42.1316367,4
5LA16005BP000000018,Non avviato,13,12.400884,42.0798654,4
5LA16005BP000000019,In corso,13,12.7159762,41.8163671,4
5LA16005BP000000020,In corso,13,12.893777,42.3088572,4
5LA16005BP000000021,In corso,13,13.610739,41.648068,4
5LA16005BP000000022,In corso,13,13.6125086,41.6435678,4
5LA16005BP000000023,In corso,13,13.6776584,41.5252904,4
5LA16005BP000000024,In corso,13,12.3832085,42.1406159,4
5LA16005BP000000025,In corso,13,13.515877,41.6392328,4
5LA16005BP000000026,In corso,13,12.7125988,42.0341256,4
5LA16005BP000000028,In corso,13,13.5240813,41.5050747,4
5LA16005BP000000029,In corso,13,12.6543613,41.7247217,4
5LA16005BP000000030,Non avviato,13,12.878616,42.2057135,4
5LA16005BP000000031,In corso,13,13.0849368,41.6044685,4
5LA16005BP000000032,In corso,13,13.0073569,41.7255219,4
5LA16005BP000000033,In corso,13,12.1877644,42.6058957,4
5LA16005BP000000034,Non avviato,13,13.221451,41.8039969,4
5LA16005BP000000035,In corso,13,13.3518401,41.6419126,4
5LA16005BP000000036,Non avviato,13,12.4721829,41.8955904,4
5LA16005BP000000037,In corso,13,12.356416,42.3465406,4
5LA16005BP000000038,Non avviato,13,13.9323649,41.4608993,4
5LA16005BP000000039,In corso,13,13.044682,41.4083876,4
5LA16005BP000000040,In corso,13,13.0421852,41.4078824,4
5LA16005BP000000041,Non avviato,13,12.0990779,42.6258934,4
5LA16005BP000000042,In corso,13,12.6668918,41.7891101,4
5LA16005BP000000043,In corso,13,12.6671537,41.788765,4
5LA16005BP000000044,In corso,13,13.0993014,41.926661,4
5LA16005BP000000045,Non avviato,13,13.9521051,41.5430245,4
5LA16005BP000000046,In corso,13,11.8648969,42.7440577,4
5LA16005BP000000048,In corso,13,12.8008298,41.8218659,4
5LA16005BP000000050,In corso,13,12.4996646,41.8766397,4
5LA16005BP000000051,In corso,13,13.3206773,41.6219635,4
5LA16005BP000000052,In corso,13,13.3549599,41.6391222,4
5LA16005BP000000054,In corso,13,13.3471775,41.6431139,4
5LA16005BP000000055,In corso,13,12.4556095,41.6317619,4
5LA16005BP000000056,In corso,13,12.5139256,41.6623025,4
5LA16005BP000000057,In corso,13,12.1771108,42.2568269,4
5LA16005BP000000058,In corso,13,12.1746311,42.2595445,4
5LA16005BP000000059,In corso,13,12.213597,42.2456674,4
5LA16005BP000000060,Non avviato,13,11.870829,42.6740703,4
5LA16005BP000000061,In corso,13,12.6825721,41.8085157,4
5LA16005BP000000062,In corso,13,12.0834648,42.3064417,4
5LA16005BP000000063,In corso,13,12.9462669,41.5305861,4
5LA16005BP000000064,In corso,13,12.903713,41.467292,4
5LA16005BP000000065,In corso,13,12.6871197,42.2634864,4
5LA16005BP000000066,In corso,13,13.2125875,41.4797984,4
5LA16005BP000000067,In corso,13,12.6147226,42.0525445,4
5LA16005BP000000068,In corso,13,11.8564186,42.6439522,4
5LA16005BP000000069,In corso,13,12.2499295,42.4858492,4
5LA16005BP000000070,In corso,13,12.9815541,41.8823863,4
5LA16005BP000000071,In corso,13,12.8576018,42.3998327,4
5LA16005BP000000072,In corso,13,12.6485835,41.5939878,4
5LA16005BP000000073,Liquidato,10,12.4963655,41.9027835,4
5LA16005BP000000074,In corso,13,12.6475599,41.9288432,4
5LA16005BP000000075,In corso,13,13.3333339,41.5685861,4
5LA16005BP000000076,In corso,13,12.1045596,42.4180338,4
5LA16005BP000000077,In corso,13,12.334934,42.3235089,4
5LA16005BP000000078,In corso,13,12.6232097,41.9396248,4
5LA16005BP000000079,In corso,13,13.058647,41.4984968,4
5LA16005BP000000080,In corso,13,13.0737447,41.5196397,4
5LA16005BP000000081,In corso,13,13.063645,41.5005136,4
5LA16005BP000000082,In corso,13,11.7697772,42.2504708,4
5LA16005BP000000083,In corso,13,12.2156017,42.2878496,4
5LA16005BP000000084,In corso,13,12.0955439,42.4247816,4
5LA16005BP000000085,In corso,13,12.1734908,42.4654603,4
5LA16005BP000000086,In corso,13,13.0000888,42.0255361,4
5LA16005BP000000087,In corso,13,12.5917529,42.2991503,4
5LA16005BP000000088,In corso,13,11.7547522,42.2509711,4
5LA16005BP000000089,In corso,13,11.7558566,42.2524807,4
5LA16005BP000000090,In corso,13,12.2373234,42.4194135,4
5LA16005BP000000091,In corso,13,12.2373234,42.4194135,4
5LA16005BP000000093,In corso,13,12.7127702,41.7597368,4
5LA16005BP000000094,In corso,13,12.1092768,42.4157671,4
5LA16005BP000000095,In corso,13,12.5856823,41.9380529,4
5LA16005BP000000096,In corso,13,12.4149744,41.9167123,4
5LA16005BP000000097,In corso,13,12.4185215,41.924225,4
5LA16005BP000000098,In corso,13,12.4154048,42.28846,4
5LA16006BP000000002,In corso,13,12.4924403,41.8562393,4
5LA17007BA0123E0210,In corso,87,13.3412036,41.7252936,5
5LA17007BP000000003,In corso,87,13.5858283,41.5859237,5
5LA17007BP000000004,In corso,87,13.148129,41.6713303,5
5LA17007BP000000005,In corso,87,11.8630202,42.7477229,5
5LA17007BP000000006,In corso,87,13.0216952,42.2413729,5
5LA17007BP000000007,In corso,87,13.0092128,42.1380599,5
5LA17007BP000000008,In corso,87,12.8593111,42.2330038,5
5LA17007BP000000009,In corso,87,13.0694036,42.1558006,5
5LA17007BP000000010,In corso,87,12.3869837,42.4574411,5
5LA17007BP000000011,Non avviato,87,13.0076292,42.0988793,5
5LA17007BP000000012,In corso,87,12.7167242,41.7196755,5
5LA17007BP000000013,In corso,87,12.8878019,42.5012063,5
5LA17007BP000000014,In corso,87,12.1386972,42.1573506,5
5LA17007BP000000015,In corso,87,13.6836347,41.3837002,5
5LA17007BP000000016,In corso,87,12.8993033,42.0498874,5
5LA17007BP000000017,In corso,87,13.9319409,41.4601815,5
5LA17007BP000000018,In corso,87,12.6876246,42.2682668,5
5LA17007BP000000019,In corso,87,12.6197253,41.4495955,5
5LA17007BP000000020,In corso,87,12.0911537,42.6268809,5
5LA17007BP000000021,In corso,87,12.9129985,41.6445071,5
5LA17007BP000000023,In corso,87,13.393389,41.6180535,5
5LA17007BP000000024,In corso,87,13.2305501,41.9257111,5
5LA17007BP000000025,In corso,87,11.7747498,42.511464,5
5LA17007BP000000026,In corso,87,11.8671823,42.6718582,5
5LA17007BP000000027,In corso,87,12.8593111,42.2330038,5
5LA17007BP000000028,In corso,87,12.8555464,42.5178206,5
5LA17007BP000000029,In corso,87,13.0472164,42.4566602,5
5LA17007BP000000030,In corso,87,12.962445,42.5660721,5
5LA17007BP000000031,In corso,87,11.7911902,42.4789933,5
5LA17007BP000000032,In corso,87,13.0376098,42.1752537,5
5LA17007BP000000033,In corso,87,12.5968303,42.3577773,5
5LA17007BP000000034,Non avviato,87,12.6654914,41.4577305,5
5LA17007BP000000035,Non avviato,87,12.6654914,41.4577305,5
5LA17007BP000000036,In corso,87,12.2207219,42.2935977,5
5LA17007BP000000037,In corso,87,13.7507436,41.3570246,5
5LA17007BP000000038,In corso,87,12.9780981,41.8230531,5
5LA17007BP000000039,In corso,87,13.2332657,41.2963728,5
5LA17007BP000000040,In corso,87,13.3186725,41.8914866,5
5LA17007BP000000041,In corso,87,12.3657185,42.2485253,5
5LA17007BP000000042,In corso,87,11.723278,42.5473596,5
5LA17007BP000000043,In corso,87,13.041455,42.1520914,5
5LA17007BP000000044,Non avviato,87,13.7810579,41.497965,5
5LA17007BP000000045,In corso,87,12.402601,42.3716913,5
5LA17007BP000000046,In corso,87,13.2427548,41.5916799,5
5LA17007BP000000047,In corso,87,12.2387494,42.3272312,5
5LA17007BP000000048,In corso,87,13.4128915,41.6960182,5
5LA17007BP000000049,In corso,87,12.1918637,42.6534315,5
5LA17007BP000000050,In corso,87,12.7112354,41.7673495,5
5LA17007BP000000051,In corso,87,12.6202874,42.0517785,5
5LA17007BP000000052,In corso,87,12.6202874,42.0517785,5
5LA17007BP000000053,In corso,87,12.6202874,42.0517785,5
5LA17007BP000000054,In corso,87,12.6202874,42.0517785,5
5LA17007BP000000055,In corso,87,12.9550673,42.389901,5
5LA17007BP000000056,In corso,87,12.8567281,42.404509,5
5LA17007BP000000057,Non avviato,87,12.4963655,41.9027835,5
5LA17007BP000000058,Non avviato,87,12.4963655,41.9027835,5
5LA17007BP000000059,Non avviato,87,12.4963655,41.9027835,5
5LA17007BP000000060,In corso,87,13.0545966,41.8056147,5
5LA17007BP000000061,In corso,87,13.7481929,41.6901439,5
5LA17007BP000000062,In corso,87,13.8100339,41.7246267,5
5LA17007BP000000063,In corso,87,13.9110214,41.5520477,5
5LA17007BP000000064,In corso,87,13.6560019,41.7494456,5
5LA17007BP000000065,In corso,87,13.5240813,41.5050747,5
5LA17007BP000000066,In corso,87,13.336405,41.5698647,5
5LA17007BP000000068,Non avviato,87,13.3471775,41.6431139,5
5LA17007BP000000069,In corso,87,11.8536061,42.0335042,5
5LA17007BP000000070,In corso,87,11.8536061,42.0335042,5
5LA17007BP000000071,In corso,87,13.3537924,41.3476648,5
5LA17007BP000000072,In corso,87,11.7575684,42.2541846,5
5LA17007BP000000073,In corso,87,13.1832534,41.469922,5
5LA17007BP000000074,In corso,87,12.2387494,42.3272312,5
5LA17007BP000000075,In corso,87,12.0911537,42.6268809,5
5LA18015BA0295E0003,In corso,87,13.7249055,41.6215123,5
5LA18015BA0295E0004,In corso,87,13.8105051,41.5792929,5
5LA18015BA0295E0005,In corso,87,13.3471775,41.6431139,5
5LA18015BP000000001,In corso,87,12.6000946,41.9451031,5
5LA18015BP000000002,In corso,87,12.2397117,41.7735409,5
5LA18015BP000000003,In corso,87,13.6130491,41.7188539,5
5LA18015BP000000004,In corso,87,12.9589751,40.8955737,5
5LA18015BP000000005,In corso,87,12.9488304,42.3869729,5
5LA18015BP000000006,In corso,87,13.1489186,42.2066107,5
5LA18015BP000000007,In corso,87,13.8666667,41.45,5
5LA18015BP000000008,In corso,87,13.4320637,40.7983097,5
5LA18015BP000000009,In corso,87,13.4295584,40.7987561,5
5LA18015BP000000010,In corso,87,12.9577595,40.9201035,5
5LA18015BP000000011,In corso,87,12.4773247,41.8982262,5
5LA18015BP000000012,Liquidato,87,12.9300784,41.8243286,5
5LA18015BP000000013,In corso,87,13.731666,41.3543623,5
5LA18015BP000000014,In corso,87,12.2336161,42.3811636,5
5LA18015BP000000015,In corso,87,13.6940598,41.5322777,5
5LA18015BP000000016,Liquidato,87,12.9780981,41.8230531,5
5LA18015BP000000017,In corso,87,11.8562958,42.6443455,5
5LA18015BP000000018,In corso,87,11.7574773,42.5442062,5
5LA18015BP000000019,In corso,87,12.985889,41.5476659,5
5LA18015BP000000020,In corso,87,13.1454474,41.8300146,5
5LA18015BP000000021,In corso,87,13.3471775,41.6431139,5
5LA18015BP000000022,In corso,87,12.6726413,41.7211083,5
5LA18015BP000000023,In corso,87,13.336405,41.5698647,5
5LA18015BP000000024,In corso,87,12.2387494,42.3272312,5
5LA18015BP000000025,In corso,87,12.9291235,41.8182144,5
5LA18015BP000000026,In corso,87,11.8671823,42.6718582,5
5LA18015BP000000027,In corso,87,13.6703925,41.5526829,5
5LA18015BP000000028,In corso,87,12.9747448,41.8841536,5
5LA18015BP000000029,In corso,87,13.094476,41.8415593,5
5LA18015BP000000030,In corso,87,12.9256552,42.2748922,5
5LA18015BP000000031,In corso,87,11.7575684,42.2541846,5
5LA18015BP000000032,In corso,87,13.198478,41.6392262,5
5LA18015BP000000033,In corso,87,13.094476,41.8415593,5
5LA18015BP000000034,In corso,87,13.5730857,41.5855679,5
5LA18015BP000000035,In corso,87,13.7507436,41.3570246,5
5LA18015BP000000036,In corso,87,13.6637674,41.4545679,5
5LA18015BP000000037,In corso,87,11.8150573,42.4613097,5
5LA18015BP000000038,In corso,87,11.8630202,42.7477229,5
5LA18015BP000000039,In corso,87,12.0911537,42.6268809,5
5LA18015BP000000040,In corso,87,12.0671746,42.2493916,5
5LA18015BP000000041,In corso,87,12.3120304,42.4616766,5
5LA18015BP000000042,Non avviato,87,13.166366,41.8906811,5
5LA18015BP000000043,In corso,87,12.7422429,41.8155719,5
5LA18015BP000000044,Non avviato,87,13.3537924,41.3476648,5
5LA18015BP000000045,In corso,87,12.6654914,41.4577305,5
5LA18015BP000000046,In corso,87,13.0987736,42.5261404,5
5LA18015BP000000047,Non avviato,87,13.6130491,41.7188539,5
5LA18015BP000000048,In corso,87,11.7911902,42.4789933,5
5LA18015BP000000049,Non avviato,87,12.2638953,42.3835265,5
5LA18015BP000000050,In corso,87,13.0883596,41.2325301,5
5MA11940,Concluso,93,13.5093069,43.6101964,6
5MA11944,Concluso,93,13.5093069,43.6101964,6
5MA11974,Liquidato,93,13.5093069,43.6101964,6
5MA11983,Concluso,93,13.5093069,43.6101964,6
5MA11985,Concluso,93,13.5093069,43.6101964,6
5MA11986,Concluso,93,13.5093069,43.6101964,6
5MA11988,Concluso,93,13.5093069,43.6101964,6
5MA11989,Concluso,93,13.5093069,43.6101964,6
5MA11994,Concluso,93,13.5093069,43.6101964,6
5MA11996,Concluso,93,13.5093069,43.6101964,6
5MA11997,Concluso,93,13.5093069,43.6101964,6
5MA11998,Concluso,93,13.5093069,43.6101964,6
5MA12015,Concluso,93,13.5093069,43.6101964,6
5MA12016,Concluso,93,13.5093069,43.6101964,6
5MA13644,In corso,13,13.0194336,43.8436161,4
5MA13730,In corso,13,13.0160005,43.5395296,4
5MA13790,Concluso,93,13.5093069,43.6101964,6
5MA13816,In corso,13,13.346078,43.363967,4
5MA13817,In corso,13,13.2381919,43.5173798,4
5MA14011,In corso,13,12.645125,43.676588,4
5MA14095,In corso,13,12.839552,43.86558,4
5MA14181,In corso,13,13.8872167,42.9084328,4
5MA14216,In corso,13,13.7340077,43.167147,4
5MA14254,In corso,13,13.5106171,43.5948161,4
5MA14255,In corso,13,13.8802587,42.9540566,4
5MA14277,Liquidato,93,13.5093069,43.6101964,6
5MA14467,Concluso,93,13.5093069,43.6101964,6
5MA14527,Liquidato,94,13.6589889,43.4380209,6
5MA14552,Concluso,93,13.5093069,43.6101964,6
5MA14688,In corso,13,13.2085854,43.5738048,4
5MA14765,In corso,13,13.5364613,43.6080774,4
5MA14922,In corso,94,13.0472908,43.6488939,6
5MA14989,Concluso,93,13.4973851,43.6022012,6
5MA14990,Concluso,93,13.5074137,43.6102741,6
5MA14991,Concluso,93,13.5023602,43.6015272,6
5MA14992,Concluso,93,13.5074137,43.6102741,6
5MA14993,Concluso,93,13.4973851,43.6022012,6
5MA15005,Concluso,93,13.5074137,43.6102741,6
5MA15007,Concluso,93,13.5074137,43.6102741,6
5MA15018,Concluso,93,13.5074137,43.6102741,6
5MA15020,Concluso,93,13.5074137,43.6102741,6
5MA15021,Concluso,93,13.5074137,43.6102741,6
5MA15022,Concluso,93,13.5074137,43.6102741,6
5MA15023,In corso,93,13.5074137,43.6102741,6
5MA15024,Concluso,93,13.5074137,43.6102741,6
5MA15031,Concluso,93,13.5093069,43.6101964,6
5MA15032,Concluso,93,13.5093069,43.6101964,6
5MA15033,Concluso,93,13.5074137,43.6102741,6
5MA15035,Concluso,93,13.5074137,43.6102741,6
5MA15041,Concluso,94,13.620969,43.5132966,6
5MA15042,Concluso,93,13.5074137,43.6102741,6
5MA15046,Concluso,93,13.5074137,43.6102741,6
5MA15047,Concluso,93,13.5074137,43.6102741,6
5MA15049,Concluso,93,13.5074137,43.6102741,6
5MA15050,Concluso,93,13.5074137,43.6102741,6
5MA15051,Concluso,93,13.5074137,43.6102741,6
5MA15054,Concluso,93,13.4973851,43.6022012,6
5MA15083,Concluso,93,13.5074137,43.6102741,6
5MA15126,In corso,94,12.9688987,43.6745989,6
5MA15127,In corso,94,12.9688987,43.6745989,6
5MA15220,In corso,93,13.5074137,43.6102741,6
5MA15221,Concluso,93,13.5074137,43.6102741,6
5MA15222,Concluso,93,13.5074137,43.6102741,6
5MA15241,Concluso,93,13.5074137,43.6102741,6
5MA15317,Concluso,93,13.5093069,43.6101964,6
5MA15488,In corso,94,13.8357508,42.9200663,6
5MA15557,Concluso,93,13.5093069,43.6101964,6
5MA15857,In corso,94,12.6364709,43.7243436,6
5MA15970,In corso,13,12.8308585,43.5688105,4
5MA15970,In corso,13,12.6322684,43.7338483,4
5MA15970,In corso,13,13.8678925,42.94849,4
5MA15970,In corso,13,13.659947,43.068247,4
5MA15970,In corso,13,13.6877382,43.2339733,4
5MA16293,In corso,94,13.7182173,43.1636261,6
5MA16315,In corso,94,13.6055933,43.5122932,6
5MA16358,In corso,94,12.6706334,43.6165362,6
5MA16370,In corso,95,13.0194336,43.8436161,6
5MA16376,In corso,95,13.7181505,43.1606701,6
5MA16390,Non avviato,94,12.8573026,43.4312125,6
5MA16392,Concluso,93,13.5093069,43.6101964,6
5MA16395,Concluso,93,13.5093069,43.6101964,6
5MA16396,Concluso,93,13.5093069,43.6101964,6
5MA16402,In corso,95,13.5188848,43.6167855,6
5MA16412,In corso,94,13.546319,43.4644804,6
5MA16451,In corso,87,13.7179434,43.1604087,5
5MA16467,Concluso,95,13.6250902,43.4967249,6
5MA16478,In corso,94,12.5240515,43.6683677,6
5MA16539,In corso,94,13.875887,42.9508837,6
5MA16563,Concluso,95,13.7959069,43.1846436,6
5MA16573,Concluso,93,13.5093069,43.6101964,6
5MA16586,In corso,94,12.8362594,43.5577141,6
5MA16596,In corso,94,13.6189078,43.4363086,6
5MA16721,Liquidato,94,13.812818,42.9445819,6
5MA16786,In corso,87,13.6763753,43.409787,5
5MA16880,In corso,94,13.3555997,42.9800068,6
5MA16931,In corso,94,13.750215,43.051497,6
5MA16932,Concluso,95,12.9126084,43.9094383,6
5MA16938,Concluso,95,13.3937027,43.6231554,6
5MA16939,In corso,87,13.7595021,43.2564658,5
5MA16940,Concluso,95,13.7179434,43.1604087,6
5MA16945,Concluso,95,13.6179025,43.5195361,6
5MA16946,Concluso,95,13.7284999,43.3067491,6
5MA16947,Concluso,95,13.8687539,42.9890338,6
5MA16952,In corso,94,12.4200949,43.5583423,6
5MA16953,In corso,95,13.313676,43.665477,6
5MA16955,Concluso,95,13.8828913,42.9435133,6
5MA16956,Concluso,95,13.6202816,43.3662743,6
5MA16958,In corso,95,13.8588828,43.0250477,6
5MA16969,In corso,95,13.7580994,43.2644553,6
5MA16971,Concluso,95,13.8158299,43.1085295,6
5MA16972,Concluso,95,13.6628639,43.4370629,6
5MA16982,In corso,94,13.606699,43.4400679,6
5MA16983,Concluso,95,13.814673,43.079175,6
5MA16985,Concluso,95,13.8409447,43.097276,6
5MA16991,In corso,94,13.6103149,43.4410478,6
5MA16994,Concluso,93,13.5093069,43.6101964,6
5MA16995,Concluso,93,13.5093069,43.6101964,6
5MA16996,Concluso,93,13.5093069,43.6101964,6
5MA17015,In corso,94,13.5929241,43.4356463,6
5MA17041,Concluso,93,13.5093069,43.6101964,6
5MA17048,In corso,95,13.4531465,43.3002177,6
5MA17106,In corso,95,12.9126084,43.9094383,6
5MA17136,Concluso,93,13.5093069,43.6101964,6
5MA17146,In corso,94,13.7731865,42.8883651,6
5MA17283,In corso,95,13.5768644,42.8532802,6
5MA17462,In corso,94,13.4531465,43.3002177,6
5MA17463,In corso,94,13.4510125,43.2987707,6
5MA17464,In corso,94,13.45585,43.2985581,6
5MA17465,Liquidato,94,13.4213241,43.3047162,6
5MA17484,In corso,94,13.5755429,42.8544724,6
5MA17489,Concluso,93,13.5093069,43.6101964,6
5MA17557,In corso,93,13.6076647,43.4403063,6
5MA17587,Concluso,93,13.5093069,43.6101964,6
5MA17594,Concluso,93,13.5093069,43.6101964,6
5MA17608,Concluso,93,13.5093069,43.6101964,6
5MA17619,Concluso,93,13.5093069,43.6101964,6
5MA17641,In corso,88,13.4547895,43.6019431,5
5MA17648,Concluso,93,13.5093069,43.6101964,6
5MA17649,Concluso,93,13.5093069,43.6101964,6
5MA17819,In corso,94,13.7179434,43.1604087,6
5MA17831,Liquidato,87,13.5103008,43.6105194,5
5MA17832,Concluso,93,13.5093069,43.6101964,6
5MA17839,Concluso,93,13.5093069,43.6101964,6
5MA17840,Concluso,93,13.5093069,43.6101964,6
5MA17845,Concluso,93,13.5093069,43.6101964,6
5MA17847,Concluso,95,12.6706334,43.6165362,6
5MA17854,Concluso,93,13.5093069,43.6101964,6
5MA17856,Concluso,93,13.5093069,43.6101964,6
5MA17857,Concluso,93,13.5093069,43.6101964,6
5MA17858,Concluso,93,13.5093069,43.6101964,6
5MA17863,Concluso,93,13.5093069,43.6101964,6
5MA17864,Concluso,93,13.5093069,43.6101964,6
5MA17865,Concluso,93,13.5093069,43.6101964,6
5MA17873,Concluso,93,13.5093069,43.6101964,6
5MA17895,Concluso,93,13.5093069,43.6101964,6
5MA17903,Concluso,93,13.5093069,43.6101964,6
5MA17938,Concluso,93,13.5093069,43.6101964,6
5MA17962,Concluso,93,13.5093069,43.6101964,6
5MA17988,Concluso,93,13.5093069,43.6101964,6
5MA17993,Concluso,93,13.5093069,43.6101964,6
5MA17996,Liquidato,93,13.5093069,43.6101964,6
5MA18059,Concluso,93,13.5093069,43.6101964,6
5MA18061,Liquidato,87,13.5103008,43.6105194,5
5MA18076,Concluso,93,13.5093069,43.6101964,6
5MA18084,Concluso,93,13.5093069,43.6101964,6
5MA18089,In corso,13,13.5151292,43.5913376,4
5MA18098,Concluso,93,13.5084557,43.6101612,6
5MA18113,In corso,88,13.5151292,43.5913376,5
5MA18114,Concluso,93,13.5084557,43.6101612,6
5MA18117,In corso,13,13.4561008,43.2967901,4
5MA18121,In corso,88,13.4561008,43.2967901,5
5MA18123,In corso,13,13.0825079,43.143498,4
5MA18124,Concluso,93,13.5093069,43.6101964,6
5MA18125,In corso,88,13.0825079,43.143498,5
5MA18134,Concluso,93,13.5093069,43.6101964,6
5MA18136,In corso,88,13.4547895,43.6019431,5
5MA18139,Concluso,93,13.5093069,43.6101964,6
5MA18143,Concluso,93,13.5093069,43.6101964,6
5MA18145,In corso,94,13.5494937,43.4026707,6
5MA18162,Concluso,93,13.5093069,43.6101964,6
5MA18163,In corso,93,13.5093069,43.6101964,6
5MA18172,Concluso,93,13.5093069,43.6101964,6
5MA18173,Concluso,93,13.5093069,43.6101964,6
5MA18174,Concluso,93,13.5093069,43.6101964,6
5MA18177,Concluso,93,13.5093069,43.6101964,6
